재무제표종류	종목코드	회사명	시장구분	업종	업종명	결산월	결산기준일	보고서종류	통화	항목코드	항목명	당기 3분기말	전기말	전전기말	
재무상태표, 유동/비유동법-별도재무제표	[003570]	SNT중공업	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_AssetsAbstract	자산 [abstract]			
재무상태표, 유동/비유동법-별도재무제표	[003570]	SNT중공업	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_CurrentAssets	   유동자산	330,858,753,567	417,139,133,631	
재무상태표, 유동/비유동법-별도재무제표	[003570]	SNT중공업	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_CashAndCashEquivalents	      현금및현금성자산	18,110,195,239	12,610,758,921	
재무상태표, 유동/비유동법-별도재무제표	[003570]	SNT중공업	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2022-09-30	3분기보고서	KRW	dart_ShortTermDepositsNotClassifiedAsCashEquivalents	      단기금융상품	128,000,000,000	270,000,000,000	
재무상태표, 유동/비유동법-별도재무제표	[003570]	SNT중공업	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2022-09-30	3분기보고서	KRW	entity00134477_udf_BS_2017102514112926_CurrentAssets	      단기금융자산	11,275,000	21,245,000	
재무상태표, 유동/비유동법-별도재무제표	[003570]	SNT중공업	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_TradeAndOtherCurrentReceivables	      매출채권 및 기타채권	44,319,733,122	41,205,182,377	
재무상태표, 유동/비유동법-별도재무제표	[003570]	SNT중공업	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_Inventories	      재고자산	132,761,328,018	78,693,649,161	
재무상태표, 유동/비유동법-별도재무제표	[003570]	SNT중공업	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2022-09-30	3분기보고서	KRW	dart_OtherCurrentAssets	      기타유동자산	7,656,222,188	14,608,298,172	
재무상태표, 유동/비유동법-별도재무제표	[003570]	SNT중공업	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_NoncurrentAssets	   비유동자산	503,904,189,724	445,554,937,836	
재무상태표, 유동/비유동법-별도재무제표	[003570]	SNT중공업	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2022-09-30	3분기보고서	KRW	dart_LongTermDepositsNotClassifiedAsCashEquivalents	      장기금융상품	2,000,000	2,000,000	
재무상태표, 유동/비유동법-별도재무제표	[003570]	SNT중공업	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2022-09-30	3분기보고서	KRW	entity00134477_udf_BS_201710251411488_NoncurrentAssets	      장기금융자산	33,966,490,680	46,254,952,678	
재무상태표, 유동/비유동법-별도재무제표	[003570]	SNT중공업	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2022-09-30	3분기보고서	KRW	dart_LongTermTradeAndOtherNonCurrentReceivablesGross	      장기매출채권 및 기타채권	3,329,556,394	2,921,149,099	
재무상태표, 유동/비유동법-별도재무제표	[003570]	SNT중공업	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_InvestmentsInSubsidiariesJointVenturesAndAssociates	      종속기업투자	89,472,085,883	24,382,085,883	
재무상태표, 유동/비유동법-별도재무제표	[003570]	SNT중공업	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_InvestmentAccountedForUsingEquityMethod	      관계기업투자	12,200,000,000	8,600,000,000	
재무상태표, 유동/비유동법-별도재무제표	[003570]	SNT중공업	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_PropertyPlantAndEquipment	      유형자산	271,792,903,559	269,426,316,845	
재무상태표, 유동/비유동법-별도재무제표	[003570]	SNT중공업	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_IntangibleAssetsOtherThanGoodwill	      무형자산	770,773,384	997,113,335	
재무상태표, 유동/비유동법-별도재무제표	[003570]	SNT중공업	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_InvestmentProperty	      투자부동산	92,076,884,270	92,216,576,907	
재무상태표, 유동/비유동법-별도재무제표	[003570]	SNT중공업	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_RightofuseAssets	      사용권자산	37,685,181	280,876,084	
재무상태표, 유동/비유동법-별도재무제표	[003570]	SNT중공업	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2022-09-30	3분기보고서	KRW	dart_OtherNonCurrentAssets	      기타비유동자산	255,810,373	473,867,005	
재무상태표, 유동/비유동법-별도재무제표	[003570]	SNT중공업	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_Assets	   자산총계	834,762,943,291	862,694,071,467	
재무상태표, 유동/비유동법-별도재무제표	[003570]	SNT중공업	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_LiabilitiesAbstract	부채 [abstract]			
재무상태표, 유동/비유동법-별도재무제표	[003570]	SNT중공업	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_CurrentLiabilities	   유동부채	92,658,671,307	110,282,312,653	
재무상태표, 유동/비유동법-별도재무제표	[003570]	SNT중공업	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_TradeAndOtherCurrentPayables	      매입채무 및 기타채무	49,639,325,001	40,188,029,168	
재무상태표, 유동/비유동법-별도재무제표	[003570]	SNT중공업	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_CurrentTaxLiabilities	      당기법인세부채	3,617,456,791	23,079,210,471	
재무상태표, 유동/비유동법-별도재무제표	[003570]	SNT중공업	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_CurrentProvisions	      충당부채	831,101,310	831,101,310	
재무상태표, 유동/비유동법-별도재무제표	[003570]	SNT중공업	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2022-09-30	3분기보고서	KRW	dart_OtherCurrentLiabilities	      기타유동부채	38,570,788,205	46,183,971,704	
재무상태표, 유동/비유동법-별도재무제표	[003570]	SNT중공업	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_NoncurrentLiabilities	   비유동부채	95,126,040,954	101,921,116,270	
재무상태표, 유동/비유동법-별도재무제표	[003570]	SNT중공업	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2022-09-30	3분기보고서	KRW	dart_LongTermTradeAndOtherNonCurrentPayables	      장기매입채무 및 기타채무	2,192,287,316	2,395,930,320	
재무상태표, 유동/비유동법-별도재무제표	[003570]	SNT중공업	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2022-09-30	3분기보고서	KRW	dart_PostemploymentBenefitObligations	      확정급여부채	14,082,091,619	12,718,061,931	
재무상태표, 유동/비유동법-별도재무제표	[003570]	SNT중공업	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_DeferredTaxLiabilities	      이연법인세부채	32,654,831,022	33,634,707,526	
재무상태표, 유동/비유동법-별도재무제표	[003570]	SNT중공업	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_NoncurrentProvisions	      장기충당부채	46,196,830,997	53,172,416,493	
재무상태표, 유동/비유동법-별도재무제표	[003570]	SNT중공업	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_Liabilities	   부채총계	187,784,712,261	212,203,428,923	
재무상태표, 유동/비유동법-별도재무제표	[003570]	SNT중공업	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_EquityAbstract	자본 [abstract]			
재무상태표, 유동/비유동법-별도재무제표	[003570]	SNT중공업	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_IssuedCapital	   자본금	85,631,742,500	85,631,742,500	
재무상태표, 유동/비유동법-별도재무제표	[003570]	SNT중공업	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2022-09-30	3분기보고서	KRW	dart_IssuedCapitalOfCommonStock	      보통주자본금	85,631,742,500	85,631,742,500	
재무상태표, 유동/비유동법-별도재무제표	[003570]	SNT중공업	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2022-09-30	3분기보고서	KRW	dart_CapitalSurplus	   자본잉여금	22,967,784,156	22,967,784,156	
재무상태표, 유동/비유동법-별도재무제표	[003570]	SNT중공업	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2022-09-30	3분기보고서	KRW	dart_ElementsOfOtherStockholdersEquity	   기타자본항목	-84,350,269,597	-84,350,269,597	
재무상태표, 유동/비유동법-별도재무제표	[003570]	SNT중공업	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2022-09-30	3분기보고서	KRW	dart_OtherComprehensiveIncomeLossAccumulatedAmount	   기타포괄손익누계액	-6,892,199,861	2,694,442,805	
재무상태표, 유동/비유동법-별도재무제표	[003570]	SNT중공업	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_RetainedEarnings	   이익잉여금(결손금)	629,621,173,832	623,546,942,680	
재무상태표, 유동/비유동법-별도재무제표	[003570]	SNT중공업	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_Equity	   자본총계	646,978,231,030	650,490,642,544	
재무상태표, 유동/비유동법-별도재무제표	[003570]	SNT중공업	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_EquityAndLiabilities	자본과부채총계	834,762,943,291	862,694,071,467	
재무상태표, 유동/비유동법-별도재무제표	[036530]	SNT홀딩스	유가증권시장상장법인	649	기타 금융업	12	2022-09-30	3분기보고서	KRW	ifrs-full_AssetsAbstract	자산 [abstract]			
재무상태표, 유동/비유동법-별도재무제표	[036530]	SNT홀딩스	유가증권시장상장법인	649	기타 금융업	12	2022-09-30	3분기보고서	KRW	ifrs-full_CurrentAssets	   유동자산	27,122,164,008	23,401,875,080	
재무상태표, 유동/비유동법-별도재무제표	[036530]	SNT홀딩스	유가증권시장상장법인	649	기타 금융업	12	2022-09-30	3분기보고서	KRW	ifrs-full_CashAndCashEquivalents	      현금및현금성자산	2,232,483,552	3,549,253,872	
재무상태표, 유동/비유동법-별도재무제표	[036530]	SNT홀딩스	유가증권시장상장법인	649	기타 금융업	12	2022-09-30	3분기보고서	KRW	dart_ShortTermDepositsNotClassifiedAsCashEquivalents	      단기금융상품	24,000,000,000	19,000,000,000	
재무상태표, 유동/비유동법-별도재무제표	[036530]	SNT홀딩스	유가증권시장상장법인	649	기타 금융업	12	2022-09-30	3분기보고서	KRW	ifrs-full_TradeAndOtherCurrentReceivables	      매출채권 및 기타유동채권	812,428,605	818,950,977	
재무상태표, 유동/비유동법-별도재무제표	[036530]	SNT홀딩스	유가증권시장상장법인	649	기타 금융업	12	2022-09-30	3분기보고서	KRW	dart_OtherCurrentAssets	      기타유동자산	77,251,851	33,670,231	
재무상태표, 유동/비유동법-별도재무제표	[036530]	SNT홀딩스	유가증권시장상장법인	649	기타 금융업	12	2022-09-30	3분기보고서	KRW	ifrs-full_NoncurrentAssets	   비유동자산	407,071,418,057	402,303,270,381	
재무상태표, 유동/비유동법-별도재무제표	[036530]	SNT홀딩스	유가증권시장상장법인	649	기타 금융업	12	2022-09-30	3분기보고서	KRW	entity00225159_udf_BS_2022217143810967_NoncurrentAssets	      장기금융자산	169,596,300	317,105,640	
재무상태표, 유동/비유동법-별도재무제표	[036530]	SNT홀딩스	유가증권시장상장법인	649	기타 금융업	12	2022-09-30	3분기보고서	KRW	dart_LongTermTradeAndOtherNonCurrentReceivablesGross	      장기매출채권 및 기타비유동채권	100,440,591	98,541,254	
재무상태표, 유동/비유동법-별도재무제표	[036530]	SNT홀딩스	유가증권시장상장법인	649	기타 금융업	12	2022-09-30	3분기보고서	KRW	ifrs-full_InvestmentsInSubsidiariesJointVenturesAndAssociates	      종속기업, 조인트벤처와 관계기업에 대한 투자자산	406,059,306,301	401,059,306,301	
재무상태표, 유동/비유동법-별도재무제표	[036530]	SNT홀딩스	유가증권시장상장법인	649	기타 금융업	12	2022-09-30	3분기보고서	KRW	ifrs-full_PropertyPlantAndEquipment	      유형자산	28,917,178	37,951,062	
재무상태표, 유동/비유동법-별도재무제표	[036530]	SNT홀딩스	유가증권시장상장법인	649	기타 금융업	12	2022-09-30	3분기보고서	KRW	ifrs-full_IntangibleAssetsOtherThanGoodwill	      무형자산	135,210,816	164,678,293	
재무상태표, 유동/비유동법-별도재무제표	[036530]	SNT홀딩스	유가증권시장상장법인	649	기타 금융업	12	2022-09-30	3분기보고서	KRW	ifrs-full_RightofuseAssets	      사용권자산	396,316,012	481,008,001	
재무상태표, 유동/비유동법-별도재무제표	[036530]	SNT홀딩스	유가증권시장상장법인	649	기타 금융업	12	2022-09-30	3분기보고서	KRW	ifrs-full_DeferredTaxAssets	      이연법인세자산	181,630,859	144,679,830	
재무상태표, 유동/비유동법-별도재무제표	[036530]	SNT홀딩스	유가증권시장상장법인	649	기타 금융업	12	2022-09-30	3분기보고서	KRW	ifrs-full_Assets	   자산총계	434,193,582,065	425,705,145,461	
재무상태표, 유동/비유동법-별도재무제표	[036530]	SNT홀딩스	유가증권시장상장법인	649	기타 금융업	12	2022-09-30	3분기보고서	KRW	ifrs-full_LiabilitiesAbstract	부채 [abstract]			
재무상태표, 유동/비유동법-별도재무제표	[036530]	SNT홀딩스	유가증권시장상장법인	649	기타 금융업	12	2022-09-30	3분기보고서	KRW	ifrs-full_CurrentLiabilities	   유동부채	512,943,024	308,460,102	
재무상태표, 유동/비유동법-별도재무제표	[036530]	SNT홀딩스	유가증권시장상장법인	649	기타 금융업	12	2022-09-30	3분기보고서	KRW	ifrs-full_TradeAndOtherCurrentPayables	      매입채무 및 기타유동채무	266,157,414	226,270,073	
재무상태표, 유동/비유동법-별도재무제표	[036530]	SNT홀딩스	유가증권시장상장법인	649	기타 금융업	12	2022-09-30	3분기보고서	KRW	dart_PaymentsOfIncomeTaxesPayable	      미지급법인세	1,298,152	38,993,385	
재무상태표, 유동/비유동법-별도재무제표	[036530]	SNT홀딩스	유가증권시장상장법인	649	기타 금융업	12	2022-09-30	3분기보고서	KRW	dart_OtherCurrentLiabilities	      기타유동부채	245,487,458	43,196,644	
재무상태표, 유동/비유동법-별도재무제표	[036530]	SNT홀딩스	유가증권시장상장법인	649	기타 금융업	12	2022-09-30	3분기보고서	KRW	ifrs-full_NoncurrentLiabilities	   비유동부채	291,564,422	378,042,863	
재무상태표, 유동/비유동법-별도재무제표	[036530]	SNT홀딩스	유가증권시장상장법인	649	기타 금융업	12	2022-09-30	3분기보고서	KRW	ifrs-full_Liabilities	   부채총계	804,507,446	686,502,965	
재무상태표, 유동/비유동법-별도재무제표	[036530]	SNT홀딩스	유가증권시장상장법인	649	기타 금융업	12	2022-09-30	3분기보고서	KRW	ifrs-full_EquityAbstract	자본 [abstract]			
재무상태표, 유동/비유동법-별도재무제표	[036530]	SNT홀딩스	유가증권시장상장법인	649	기타 금융업	12	2022-09-30	3분기보고서	KRW	ifrs-full_IssuedCapital	   자본금	8,351,943,000	8,351,943,000	
재무상태표, 유동/비유동법-별도재무제표	[036530]	SNT홀딩스	유가증권시장상장법인	649	기타 금융업	12	2022-09-30	3분기보고서	KRW	dart_IssuedCapitalOfCommonStock	      보통주자본금	8,351,943,000	8,351,943,000	
재무상태표, 유동/비유동법-별도재무제표	[036530]	SNT홀딩스	유가증권시장상장법인	649	기타 금융업	12	2022-09-30	3분기보고서	KRW	dart_CapitalSurplus	   자본잉여금	102,561,867,689	102,561,867,689	
재무상태표, 유동/비유동법-별도재무제표	[036530]	SNT홀딩스	유가증권시장상장법인	649	기타 금융업	12	2022-09-30	3분기보고서	KRW	dart_ElementsOfOtherStockholdersEquity	   기타자본항목	-25,503,155,828	-25,503,155,828	
재무상태표, 유동/비유동법-별도재무제표	[036530]	SNT홀딩스	유가증권시장상장법인	649	기타 금융업	12	2022-09-30	3분기보고서	KRW	dart_OtherComprehensiveIncomeLossAccumulatedAmount	   기타포괄손익누계액	-618,380,489	-503,323,204	
재무상태표, 유동/비유동법-별도재무제표	[036530]	SNT홀딩스	유가증권시장상장법인	649	기타 금융업	12	2022-09-30	3분기보고서	KRW	ifrs-full_RetainedEarnings	   이익잉여금(결손금)	348,596,800,247	340,111,310,839	
재무상태표, 유동/비유동법-별도재무제표	[036530]	SNT홀딩스	유가증권시장상장법인	649	기타 금융업	12	2022-09-30	3분기보고서	KRW	ifrs-full_Equity	   자본총계	433,389,074,619	425,018,642,496	
재무상태표, 유동/비유동법-별도재무제표	[036530]	SNT홀딩스	유가증권시장상장법인	649	기타 금융업	12	2022-09-30	3분기보고서	KRW	ifrs-full_EquityAndLiabilities	자본과부채총계	434,193,582,065	425,705,145,461	
재무상태표, 유동/비유동법-별도재무제표	[078890]	가온미디어	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_AssetsAbstract	자산 [abstract]			
재무상태표, 유동/비유동법-별도재무제표	[078890]	가온미디어	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_CurrentAssets	   유동자산	229,320,809,209	190,937,304,170	
재무상태표, 유동/비유동법-별도재무제표	[078890]	가온미디어	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_CashAndCashEquivalents	      현금및현금성자산	57,203,245,304	25,831,508,654	
재무상태표, 유동/비유동법-별도재무제표	[078890]	가온미디어	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_TradeAndOtherCurrentReceivables	      매출채권 및 기타유동채권	84,214,902,627	78,450,044,131	
재무상태표, 유동/비유동법-별도재무제표	[078890]	가온미디어	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	dart_OtherCurrentAssets	      기타유동자산	6,642,941,258	5,013,864,328	
재무상태표, 유동/비유동법-별도재무제표	[078890]	가온미디어	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	dart_CurrentDerivativeAsset	      파생상품자산	28,565,848	0	
재무상태표, 유동/비유동법-별도재무제표	[078890]	가온미디어	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_Inventories	      재고자산	81,231,154,172	81,641,887,057	
재무상태표, 유동/비유동법-별도재무제표	[078890]	가온미디어	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_NoncurrentAssets	   비유동자산	86,945,101,969	88,815,085,202	
재무상태표, 유동/비유동법-별도재무제표	[078890]	가온미디어	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_OtherNoncurrentFinancialAssets	      비유동금융자산	4,238,783,983	3,464,963,050	
재무상태표, 유동/비유동법-별도재무제표	[078890]	가온미디어	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	dart_LongTermTradeAndOtherNonCurrentReceivablesGross	      장기매출채권 및 기타비유동채권	1,230,563,059	3,782,599,488	
재무상태표, 유동/비유동법-별도재무제표	[078890]	가온미디어	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_InvestmentsInAssociates	      관계기업투자	1,000,280,000	1,000,280,000	
재무상태표, 유동/비유동법-별도재무제표	[078890]	가온미디어	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_InvestmentsInSubsidiaries	      종속기업투자	52,161,416,337	52,161,416,337	
재무상태표, 유동/비유동법-별도재무제표	[078890]	가온미디어	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_PropertyPlantAndEquipment	      유형자산	13,654,017,575	14,622,870,338	
재무상태표, 유동/비유동법-별도재무제표	[078890]	가온미디어	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_IntangibleAssetsOtherThanGoodwill	      무형자산	2,706,021,997	2,455,247,118	
재무상태표, 유동/비유동법-별도재무제표	[078890]	가온미디어	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_InvestmentProperty	      투자부동산	3,304,684,043	3,361,851,823	
재무상태표, 유동/비유동법-별도재무제표	[078890]	가온미디어	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_DeferredTaxAssets	      이연법인세자산	8,649,334,975	7,965,857,048	
재무상태표, 유동/비유동법-별도재무제표	[078890]	가온미디어	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_Assets	   자산총계	316,265,911,178	279,752,389,372	
재무상태표, 유동/비유동법-별도재무제표	[078890]	가온미디어	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_LiabilitiesAbstract	부채 [abstract]			
재무상태표, 유동/비유동법-별도재무제표	[078890]	가온미디어	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_CurrentLiabilities	   유동부채	128,874,543,082	120,431,400,842	
재무상태표, 유동/비유동법-별도재무제표	[078890]	가온미디어	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_TradeAndOtherCurrentPayables	      매입채무 및 기타유동채무	44,193,061,685	51,254,894,773	
재무상태표, 유동/비유동법-별도재무제표	[078890]	가온미디어	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_ShorttermBorrowings	      단기차입금	51,797,565,000	27,782,500,000	
재무상태표, 유동/비유동법-별도재무제표	[078890]	가온미디어	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	dart_CurrentPortionOfBonds	      유동성사채	21,956,137,932	21,771,336,478	
재무상태표, 유동/비유동법-별도재무제표	[078890]	가온미디어	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	dart_CurrentDerivativeLiabilities	      파생상품부채	6,901,940,644	13,179,501,053	
재무상태표, 유동/비유동법-별도재무제표	[078890]	가온미디어	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	dart_CurrentProvisionsForProductWarranties	      판매보증충당부채	1,001,742,751	1,241,160,907	
재무상태표, 유동/비유동법-별도재무제표	[078890]	가온미디어	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_CurrentTaxLiabilities	      당기법인세부채	357,400,225	3,152,318,594	
재무상태표, 유동/비유동법-별도재무제표	[078890]	가온미디어	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	dart_CurrentFinancialGuaranteeLiabilities	      금융보증부채	9,283,352	2,769,848	
재무상태표, 유동/비유동법-별도재무제표	[078890]	가온미디어	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	dart_OtherCurrentLiabilities	      기타유동부채	2,657,411,493	2,046,919,189	
재무상태표, 유동/비유동법-별도재무제표	[078890]	가온미디어	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_NoncurrentLiabilities	   비유동부채	30,719,877,258	968,676,453	
재무상태표, 유동/비유동법-별도재무제표	[078890]	가온미디어	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	entity00441304_udf_BS_202281175224824_NoncurrentLiabilities	      비유동성사채	29,933,652,407	0	
재무상태표, 유동/비유동법-별도재무제표	[078890]	가온미디어	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	dart_ConvertibleBonds	      전환사채	339,961,054	343,549,138	
재무상태표, 유동/비유동법-별도재무제표	[078890]	가온미디어	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	entity00441304_udf_BS_2022810141913178_NoncurrentLiabilities	      장기금융부채	446,263,797	625,127,315	
재무상태표, 유동/비유동법-별도재무제표	[078890]	가온미디어	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_Liabilities	   부채총계	159,594,420,340	121,400,077,295	
재무상태표, 유동/비유동법-별도재무제표	[078890]	가온미디어	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_EquityAbstract	자본 [abstract]			
재무상태표, 유동/비유동법-별도재무제표	[078890]	가온미디어	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_IssuedCapital	   자본금	8,136,888,000	7,925,973,000	
재무상태표, 유동/비유동법-별도재무제표	[078890]	가온미디어	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_SharePremium	   주식발행초과금	61,184,828,157	60,781,220,622	
재무상태표, 유동/비유동법-별도재무제표	[078890]	가온미디어	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	dart_ElementsOfOtherStockholdersEquity	   기타자본	-5,339,650,279	-1,895,818,677	
재무상태표, 유동/비유동법-별도재무제표	[078890]	가온미디어	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	dart_OtherComprehensiveIncomeLossAccumulatedAmount	   기타포괄손익누계액	-81,072,923	-71,025,458	
재무상태표, 유동/비유동법-별도재무제표	[078890]	가온미디어	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_RetainedEarnings	   이익잉여금	92,770,497,883	91,611,962,590	
재무상태표, 유동/비유동법-별도재무제표	[078890]	가온미디어	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_Equity	   자본총계	156,671,490,838	158,352,312,077	
재무상태표, 유동/비유동법-별도재무제표	[078890]	가온미디어	코스닥시장상장법인	264	통신 및 방송 장비 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_EquityAndLiabilities	자본과부채총계	316,265,911,178	279,752,389,372	
재무상태표, 유동/비유동법-별도재무제표	[060480]	국일신동	코스닥시장상장법인	242	1차 비철금속 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_AssetsAbstract	자산 [abstract]			
재무상태표, 유동/비유동법-별도재무제표	[060480]	국일신동	코스닥시장상장법인	242	1차 비철금속 제조업	12	2022-09-30	3분기보고서	KRW	ifrs-full_CurrentAssets	   유동자산	19,214,394,407	23,139,116,318	
